ori,ori9,fips_state_county_code,crosswalk_agency_name,census_name
AL06200,AL0620000,01123,Tallapoosa County Sheriff's Office,Tallapoosa County
AL06314,AL0631400,01125,Coaling Police Department,Coaling Town
AL06311,AL0631100,01125,Lake View Police Department,Lake View Town
AL06302,AL0630200,01125,Northport Police Department,Northport City
AL06301,AL0630100,01125,Tuscaloosa Police Department,Tuscaloosa City
AL06303,AL0630300,01125,University Of Alabama Pd University,State Of Alabama
AL06305,AL0630500,01125,Taylor Hardin Police Department Tuscaloosa,State Of Alabama
AL06307,AL0630700,01125,Vance Police Department,Vance Town
AL06300,AL0630000,01125,Tuscaloosa County Sheriff's Office,Tuscaloosa County
AL06402,AL0640200,01127,Carbon Hill Police Department,Carbon Hill City
AL06403,AL0640300,01127,Cordova Police Department,Cordova City
AL06404,AL0640400,01127,Dora Police Department,Dora City
AL06401,AL0640100,01127,Jasper Police Department,Jasper City
AL06408,AL0640800,01127,Nauvoo Pd,Nauvoo Town
AL06407,AL0640700,01127,Oakman Police Department,Oakman Town
AL06406,AL0640600,01127,Parrish Police Department,Parrish Town
AL06409,AL0640900,01127,Sipsey Police Department,Sipsey Town
AL06411,AL0641100,01127,Bevill State Community College - Sumiton,State Of Alabama
AL06405,AL0640500,01127,Sumiton Police Department,Sumiton City
AL06400,AL0640000,01127,Walker County Sheriff's Office,Walker County
AL06503,AL0650300,01129,Chatom Police Department,Chatom Town
AL06501,AL0650100,01129,Mcintosh Police Department,Mcintosh Town
AL06502,AL0650200,01129,Millry Police Department,Millry Town
AL06500,AL0650000,01129,Washington County Sheriff's Office,Washington County
AL06601,AL0660100,01131,Camden Police Department,Camden City
AL06602,AL0660200,01131,Pine Hill Police Department,Pine Hill Town
AL06600,AL0660000,01131,Wilcox County Sheriff's Office,Wilcox County
AL06703,AL0670300,01133,Addison Police Department,Addison Town
AL06704,AL0670400,01133,Arley Police Department,Arley Town
AL06701,AL0670100,01133,Double Springs Police Department,Double Springs Town
AL06702,AL0670200,01133,Haleyville Police Department,Haleyville City
AL06705,AL0670500,01133,Town Of Lynn Police Department,Lynn Town
AL06700,AL0670000,01133,Winston County Sheriff's Office,Winston County
AK00152,AK0015200,02013,Sand Point Police Dept,Sand Point City
AK00150,AK0015000,02016,Saint Paul Police Dept.,Saint Paul City
AK00133,AK0013300,02016,Unalaska Dept Of Public Safety,Unalaska  City
AKASP00,AKASP0000,02020,Alaska State Troopers,State Of Alaska
AK00101,AK0010100,02020,Anchorage Police Department,Anchorage Municipality
AK00143,AK0014300,02020,University Of Alaska - Anchorage Police,State Of Alaska
AK00124,AK0012400,02020,Anchorage Pd,Anchorage Municipality
AK02004,AK0200400,02020,Alcohol Bev Control Brd,State Of Alaska
AK00127,AK0012700,02020,Anchorage International Airport Police,State Of Alaska
AK00113,AK0011300,02050,Bethel Police Dept.,Bethel City
AK00146,AK0014600,02060,Bristol Bay Borough Police Dept.,Bristol Bay Borough
AK00130,AK0013000,02070,Dillingham Police Dept.,Dillingham City
AK00154,AK0015400,02070,Togiak Police Dept.,Togiak City
AK00102,AK0010200,02090,Fairbanks Police Dept.,Fairbanks City
AK00142,AK0014200,02090,University Of Alaska - Fairbanks Police,State Of Alaska
AK00132,AK0013200,02090,North Pole Police Dept.,North Pole City
AK00126,AK0012600,02090,Fairbanks International Airport Police,State Of Alaska
AK00121,AK0012100,02100,Haines Police Dept,Haines Borough
AK00131,AK0013100,02105,Hoonah Dept Of Public Safety,Hoonah City
AK00103,AK0010300,02110,Juneau Police Dept.,Juneau City And Borough
AK00122,AK0012200,02122,Homer Police Dept.,Homer City
AK00123,AK0012300,02122,Kenai Police Dept.,Kenai City
AK00119,AK0011900,02122,Seldovia Police Dept.,Seldovia City
AK00108,AK0010800,02122,Seward Police Dept,Seward City
AK00120,AK0012000,02122,Soldotna Police Dept.,Soldotna City
AK00104,AK0010400,02130,Ketchikan Police Dept.,Ketchikan City
AK00105,AK0010500,02150,Kodiak Police Dept.,Kodiak City
AK00166,AK0016600,02170,Houston Police Department,Houston City
AK00117,AK0011700,02170,Palmer Police Dept.,Palmer City
AK00156,AK0015600,02170,Wasilla Police Dept.,Wasilla City
AK00106,AK0010600,02180,Nome Police Dept.,Nome City
AK00118,AK0011800,02185,North Slope Borough Police Dept.,North Slope Borough
AK00116,AK0011600,02188,Kotzebue Police Dept.,Kotzebue City
AK00145,AK0014500,02198,Craig Police Dept,Craig City
AK00147,AK0014700,02198,Kake Police Dept.,Kake City
AK00135,AK0013500,02198,Klawock Police Dept.,Klawock City
AK00125,AK0012500,02198,Metlakatla Tribal Police Dept.,Metlakatla Indian Community Of The Annette Island
AK00107,AK0010700,02198,Petersburg Police Dept.,Petersburg City
AK00109,AK0010900,02220,Sitka Police Dept,Sitka City And Borough
AK00110,AK0011000,02230,Skagway Police Dept,Skagway Borough
AK00114,AK0011400,02261,Cordova Dept. Of Public Safety,Cordova City
AK00112,AK0011200,02261,Valdez Police Dept.,Valdez City
AK00128,AK0012800,02261,Whittier Police Dept.,Whittier City
AK00164,AK0016400,02270,Emmonak City Police Dept,Emmonak City
AK00111,AK0011100,02275,Wrangell Police Dept.,Wrangell City And Borough
AK00163,AK0016300,02290,Anvik Police Department,Anvik City
AK00149,AK0014900,02290,Dps Nenana,Nenana City
AZ00101,AZ0010100,04001,Eagar Police Department,Eagar Town
AZ00103,AZ0010300,04001,St. Johns Police Department,St Johns City
AZ00105,AZ0010500,04001,Springerville Police Department,Springerville Town
AZ00189,AZ0018900,04001,Navajo Nation Tribal Department Of Law Enforcement,Navajo Nation
AZ00100,AZ0010000,04001,Apache County Sheriff's Office,Apache County
AZ00201,AZ0020100,04003,Benson Police Department,Benson City
AZ00203,AZ0020300,04003,Bisbee Police Department,Bisbee City
AZ00205,AZ0020500,04003,Douglas Police Department,Douglas City
AZ00207,AZ0020700,04003,Huachuca City Police Department,Huachuca City Town
AZ00209,AZ0020900,04003,Sierra Vista Police Department,Sierra Vista City
AZ00211,AZ0021100,04003,Tombstone Marshal's Office,Tombstone City
AZ00213,AZ0021300,04003,Willcox Department Of Public Safety,Willcox City
AZ00200,AZ0020000,04003,Cochise County Sheriff's Office,Cochise County
AZ00397,AZ0039700,04005,Northern Arizona University Police Department,State Of Arizona
AZ00301,AZ0030100,04005,Flagstaff Police Department,Flagstaff City
AZ00303,AZ0030300,04005,Fredonia Marshal's Office,Fredonia Town
AZ00807,AZ0080700,04005,Southern Pauite Field Station,Kaibab Band Of Paiute Indians
AZ00308,AZ0030800,04005,Page Police Department,Page City
AZ00310,AZ0031000,04005,Sedona Pd Sedona,Sedona City
AZ00307,AZ0030700,04005,Williams Police Department,Williams City
AZ00300,AZ0030000,04005,Coconino County Sheriff's Office,Coconino County
AZ00401,AZ0040100,04007,Globe Police Department,Globe City
AZ00403,AZ0040300,04007,Hayden Police Department,Hayden Town
AZ00405,AZ0040500,04007,Miami Police Department,Miami Town
AZ00406,AZ0040600,04007,Payson Police Department,Payson Town
AZDI081,AZDI08100,04007,Tonto Apache Tribal Police Department,Tonto Apache Indians
AZ00489,AZ0048900,04007,San Carlos Apache Tribal Police,San Carlos Apache Tribe
AZDI052,AZDI05200,04007,Usdi Bia San Carlos Agency Law Enf Services,San Carlos Apache Tribe
AZ00407,AZ0040700,04007,Winkelman Pd,Winkelman Town
AZ00400,AZ0040000,04007,Gila County Sheriff's Office,Gila County
AZ00501,AZ0050100,04009,Pima Police Department,Pima Town
AZ00503,AZ0050300,04009,Safford Police Department,Safford City
AZ00505,AZ0050500,04009,Thatcher Police Department,Thatcher Town
AZ00597,AZ0059700,04009,Eastern Arizona College Police Department,State Of Arizona
AZDI062,AZDI06200,04009,Whiteriver Tribal Pd,White Mountain Apache Tribe
AZ00500,AZ0050000,04009,Graham County Sheriff's Office,Graham County
AZ00601,AZ0060100,04011,Clifton Police Department,Clifton Town
AZ00603,AZ0060300,04011,Duncan Pd,Duncan Town
AZ00600,AZ0060000,04011,Greenlee County Sheriff's Office,Greenlee County
AZ01501,AZ0150100,04012,Parker Police Department,Parker Town
AZ01502,AZ0150200,04012,Colorado River Tribal Police Dept.,Colorado River Tribe
AZDI059,AZDI05900,04012,Bia Div Law Enf Colorado River Agency Parker,Colorado River Tribe
AZ01503,AZ0150300,04012,Quartzsite Police Departmemt,Quartzsite Town
AZ01500,AZ0150000,04012,La Paz County Sheriff's Office,La Paz County
AZ00701,AZ0070100,04013,Avondale Police Department,Avondale City
AZ00703,AZ0070300,04013,Buckeye Police Department,Buckeye Town
AZ00705,AZ0070500,04013,Chandler Police Department,Chandler City
AZ00707,AZ0070700,04013,El Mirage Police Department,El Mirage City
AZDI061,AZDI06100,04013,Fort Mcdowell Tribal Police Department,Fort Mcdowell Yapavi Apache
AZ00709,AZ0070900,04013,Gila Bend Pd,Gila Bend Town
AZ00711,AZ0071100,04013,Gilbert Police Department,Gilbert Town
AZ00713,AZ0071300,04013,Glendale Police Department,Glendale City
AZ00715,AZ0071500,04013,Goodyear Police Department,Goodyear City
AZ00739,AZ0073900,04013,Guadalupe Pd,Guadalupe Town
AZ00717,AZ0071700,04013,Mesa Police Department,Mesa City
AZ00788,AZ0078800,04013,Az State University East Police Department,State Of Arizona
AZ00719,AZ0071900,04013,Paradise Valley Police Department,Paradise Valley Town
AZ00721,AZ0072100,04013,Peoria Police Department,Peoria City
AZ00744,AZ0074400,04013,Arizona State Capitol Police,State Of Arizona
AZ00723,AZ0072300,04013,Phoenix Police Department,Phoenix City
AZCCHPX,AZCCHPX00,04013,Az Dept Of Public Safety,State Of Arizona
AZ00757,AZ0075700,04013,Az State Univ West Dept Of Pub Safety Phoenix,State Of Arizona
AZ00725,AZ0072500,04013,Scottsdale Police Dept,Scottsdale City
AZ00789,AZ0078900,04013,Salt River Tribal Police Department,Salt River Pima-maricopa Indian Community Council
AZ00727,AZ0072700,04013,Surprise Police Department,Surprise City
AZ00729,AZ0072900,04013,Tempe Police Department,Tempe City
AZ00797,AZ0079700,04013,Arizona State University Police Department,State Of Arizona
AZ00731,AZ0073100,04013,Tolleson Police Department,Tolleson City
AZ00733,AZ0073300,04013,Wickenburg Police Department,Wickenburg Town
AZ00735,AZ0073500,04013,Youngtown Police Department,Youngtown Town
AZ00700,AZ0070000,04013,Maricopa County Sheriff's Office,Maricopa County
AZ00805,AZ0080500,04015,Bullhead City Police Department,Bullhead City City
AZ00806,AZ0080600,04015,Colorado City Marshal's Office,Colorado City Town
AZ00801,AZ0080100,04015,Kingman Police Department,Kingman City
AZ00804,AZ0080400,04015,Lake Havasu City Police Department,Lake Havasu City City
AZ00803,AZ0080300,04015,Fort Mohave Tribal Police Department,Fort Mojave Tribe Of Arizona
AZDI067,AZDI06700,04015,Hualapai Nation Tribal Police Department,Hualapai Tribe
AZDI060,AZDI06000,04015,Truxton Canon Le,Hualapai Tribe
AZ00800,AZ0080000,04015,Mohave County Sheriff's Office,Mohave County
AZ00901,AZ0090100,04017,Holbrook Police Department,Holbrook City
AZDI053,AZDI05300,04017,Hopi Tribal Resource Enforcement Services,Hopi Tribe
AZ00913,AZ0091300,04017,Pinetop/lakeside Police Department,Pinetop-lakeside Town
AZ00903,AZ0090300,04017,Show Low Police Department,Show Low City
AZ00907,AZ0090700,04017,Taylor Pd,Taylor Town
AZ00989,AZ0098900,04017,White Mountain Apache Tribal Police Department,White Mountain Apache Tribe
AZ00909,AZ0090900,04017,Winslow Police Department,Winslow City
AZ00900,AZ0090000,04017,Navajo County Sheriff's Office,Navajo County
AZ00905,AZ0090500,04017,Snowflake-taylor Police Department,_undetermined
AZ01006,AZ0100600,04019,Ajo,_undetermined
AZ01009,AZ0100900,04019,Marana Police Department,Marana Town
AZ01007,AZ0100700,04019,Oro Valley Police Department,Oro Valley Town
AZ01004,AZ0100400,04019,Sahuarita Police Dept,Sahuarita Town
AZ01012,AZ0101200,04019,Tohono O'odham Tribal Police,Tohono O'odham Nation Of Arizona
AZ01001,AZ0100100,04019,South Tucson Police Dept.,South Tucson City
AZDI066,AZDI06600,04019,Pascua Yaqui Tribal Police,Pascua Yaqui Tribe
AZ01098,AZ0109800,04019,Pima Community College Dept Of Public Safety,Pima County Junior College District
AZ01003,AZ0100300,04019,Tucson Police Department,Tucson City
AZ01097,AZ0109700,04019,University Of Arizona Police Department,State Of Arizona
AZ01000,AZ0100000,04019,Pima County Sheriff's Dept.,Pima County
AZ01010,AZ0101000,04019,Tucson Airport Authority Police Department,Tucson City
AZ01113,AZ0111300,04021,Apache Junction Police Department,Apache Junction City
AZ01101,AZ0110100,04021,Casa Grande Police Department,Casa Grande City
AZ01197,AZ0119700,04021,Central Arizona College Police Department,Central Arizona College
AZ01103,AZ0110300,04021,Coolidge Police Department,Coolidge City
AZ01105,AZ0110500,04021,Eloy Police Department,Eloy City
AZ01107,AZ0110700,04021,Florence Police Department,Florence Town
AZ01109,AZ0110900,04021,Kearny Police Department,Kearny Town
AZ01111,AZ0111100,04021,Mammoth Police Department,Mammoth Town
AZDI065,AZDI06500,04021,Ak-chin Tribal Police Department,Ak Chin Indian Community Of Papago Indians
AZ01117,AZ0111700,04021,Maricopa Police Department,Maricopa City
AZ01115,AZ0111500,04021,Gila River Tribal Police Department,Gila River Pima-maricopa Indian Community
AZ01112,AZ0111200,04021,Superior Police Department,Superior Town
AZ01100,AZ0110000,04021,Pinal County Sheriff's Office,Pinal County
AZ01201,AZ0120100,04023,Nogales Police Department,Nogales City
AZ01203,AZ0120300,04023,Patagonia Police Department,Patagonia Town
AZ01200,AZ0120000,04023,Santa Cruz County Sheriff's Office,Santa Cruz County
AZ01313,AZ0131300,04025,Camp Verde Marshal's Office,Camp Verde Town
AZDI069,AZDI06900,04025,Yavapai-apache Nation Tribal Police Department,Yavapai Apache Tribe
AZ01312,AZ0131200,04025,Chino Valley Police Department,Chino Valley Town
AZ01301,AZ0130100,04025,Clarkdale Police Department,Clarkdale Town
AZ01303,AZ0130300,04025,Cottonwood Police Department,Cottonwood City
AZ01305,AZ0130500,04025,Jerome Police Department,Jerome Town
AZ01308,AZ0130800,04025,Yavapai Community College Police Department,Yavapai College
AZ01307,AZ0130700,04025,Prescott Police Department,Prescott City
AZDI023,AZDI02300,04025,Yavapai-prescott Tribal Police Department,Yavapai-prescott Tribe
AZ01311,AZ0131100,04025,Prescott Valley Police Department,Prescott Valley Town
AZ01314,AZ0131400,04025,Sedona Police Department,Sedona City
AZ01300,AZ0130000,04025,Yavapai County Sheriff's Office,Yavapai County
AZ01408,AZ0140800,04027,San Luis Police Department,San Luis City
AZ01403,AZ0140300,04027,Somerton Police Department,Somerton City
AZ01407,AZ0140700,04027,Cocopah Tribal Police Department,Cocopah Tribe
AZ01409,AZ0140900,04027,Wellton Police Department,Wellton Town
AZ01410,AZ0141000,04027,Quechan Tribal Police Department,Quechan Indian Tribe
AZ01405,AZ0140500,04027,Yuma Police Department,Yuma City
AZ01497,AZ0149700,04027,Arizona Western College Police Department,Arizona Western College
AZ01400,AZ0140000,04027,Yuma County Sheriff's Office,Yuma County
AR00101,AR0010100,05001,Dewitt Police Department,Dewitt City
AR00103,AR0010300,05001,Gillett Police Department,Gillett City
AR00102,AR0010200,05001,Stuttgart Police Department,Stuttgart City
AR00100,AR0010000,05001,Arkansas County Sheriff's Office,Arkansas County
AR00201,AR0020100,05003,Crossett Police Department,Crossett City
AR00202,AR0020200,05003,Hamburg Police Department,Hamburg City
AR00203,AR0020300,05003,Wilmot Police Department,Wilmot City
AR00200,AR0020000,05003,Ashley County Sheriff's Office,Ashley County
AR00302,AR0030200,05005,Cotter Police Department,Cotter City
AR00303,AR0030300,05005,Gassville Police Department,Gassville City
AR00304,AR0030400,05005,Lakeview Police Department,Lakeview City
AR00301,AR0030100,05005,Mountain Home Police Department,Mountain Home City
AR00300,AR0030000,05005,Baxter County Sheriff's Office,Baxter County
AR00421,AR0042100,05007,Bella Vista Police Department,Bella Vista Town
AR00401,AR0040100,05007,Bentonville Police Department,Bentonville City
